"chapter","file","description","lines","has_main"
"cap18","repositorio_competitive/cap18/t09-s3-1-banquet-prep.cpp","The Banquet Prep","83","yes"
"cap18","repositorio_competitive/cap18/t09-s3-2-wedding-tables.cpp","The Wedding Tables","86","yes"
"cap18","repositorio_competitive/cap18/t09-s4-1-lamplighters-route.cpp","The Lamplighter's Route","92","yes"
"cap18","repositorio_competitive/cap18/t09-s4-2-gossip-circuit.cpp","The Gossip Circuit","104","yes"
"cap18","repositorio_competitive/cap18/t09-s4-3-ranger-outposts.cpp","The Ranger Outposts","134","yes"
"cap18","repositorio_competitive/cap18/t10-s1-1-drapers-bolts.cpp","The Drapers' Bolts","55","yes"
"cap18","repositorio_competitive/cap18/t10-s2-1-numerologists-street.cpp","The Numerologist's Street","69","yes"
"cap18","repositorio_competitive/cap18/t10-s3-1-yeast-vats.cpp","The Yeast Vats","65","yes"
"cap18","repositorio_competitive/cap18/t10-s3-2-schoolmasters-blocks.cpp","The Schoolmaster's Blocks","70","yes"
"cap18","repositorio_competitive/cap18/t10-s4-1-customs-serials.cpp","The Customs Serials","82","yes"
"cap18","repositorio_competitive/cap18/t10-s4-2-junction-timetable.cpp","The Junction Timetable","86","yes"
"cap18","repositorio_competitive/cap18/t10-s4-3-garrison-drafts.cpp","The Garrison Drafts","91","yes"
"cap18","repositorio_competitive/cap18/a5-01-crown-subsidies.cpp","The Crown Subsidies","121","yes"
"cap18","repositorio_competitive/cap18/a5-02-olive-jars.cpp","The Olive Jars","100","yes"
"cap18","repositorio_competitive/cap18/a5-03-quarrelsome-jury.cpp","The Quarrelsome Jury","102","yes"
"cap18","repositorio_competitive/cap18/a5-04-harbor-witnesses.cpp","The Harbor Witnesses","80","yes"
"cap18","repositorio_competitive/cap18/a5-05-amphitheater-rows.cpp","The Amphitheater Rows","74","yes"
"cap18","repositorio_competitive/cap18/a5-06-pursers-split.cpp","The Purser's Split","68","yes"
"cap18","repositorio_competitive/cap18/a5-07-alchemists-shelf.cpp","The Alchemist's Shelf","146","yes"
"cap18","repositorio_competitive/cap18/t11-s1-1-almoners-loaves.cpp","The Almoner's Loaves","71","yes"
"cap18","repositorio_competitive/cap18/t11-s2-1-portrait-gallery.cpp","The Portrait Gallery","79","yes"
"cap18","repositorio_competitive/cap18/t11-s3-1-switchyard-wagons.cpp","The Switchyard Wagons","73","yes"
"cap18","repositorio_competitive/cap18/t11-s3-2-chancery-seals.cpp","The Chancery Seals","58","yes"
"cap18","repositorio_competitive/cap18/t11-s4-1-parquet-workshop.cpp","The Parquet Workshop","49","yes"
"cap18","repositorio_competitive/cap18/t11-s4-2-night-patrols.cpp","The Night Patrols","59","yes"
"cap18","repositorio_competitive/cap18/t11-s4-3-scriptorium-inkpots.cpp","The Scriptorium Inkpots","102","yes"
"cap18","repositorio_competitive/cap18/t12-s1-1-lighthouse-logbook.cpp","The Lighthouse Logbook","72","yes"
"cap18","repositorio_competitive/cap18/t12-s2-1-carillon-phrase.cpp","The Carillon Phrase","54","yes"
"cap18","repositorio_competitive/cap18/t12-s3-1-typesetters-tray.cpp","The Typesetter's Tray","62","yes"
"cap18","repositorio_competitive/cap18/t12-s3-2-innkeepers-guestbook.cpp","The Innkeeper's Guestbook","96","yes"
"cap18","repositorio_competitive/cap18/t12-s4-1-beacon-codes.cpp","The Beacon Codes","90","yes"
"cap18","repositorio_competitive/cap18/t12-s4-2-engravers-band.cpp","The Engraver's Band","104","yes"
"cap18","repositorio_competitive/cap18/t12-s4-3-censors-list.cpp","The Censor's List","144","yes"
"cap18","repositorio_competitive/cap18/a6-01-festival-favors.cpp","The Festival Favors","75","yes"
"cap18","repositorio_competitive/cap18/a6-02-mapmakers-title.cpp","The Mapmaker's Title","61","yes"
"cap18","repositorio_competitive/cap18/a6-03-flooded-crossings.cpp","The Flooded Crossings","112","yes"
"cap18","repositorio_competitive/cap18/a6-04-caravan-passes.cpp","The Caravan Passes","76","yes"
"cap18","repositorio_competitive/cap18/a6-05-astronomers-cycle.cpp","The Astronomer's Cycle","72","yes"
"cap18","repositorio_competitive/cap18/a6-06-muleteers-packs.cpp","The Muleteer's Packs","83","yes"
"cap18","repositorio_competitive/cap18/a6-07-fishmongers-week.cpp","The Fishmonger's Week","58","yes"
"cap18","repositorio_competitive/cap18/a6-08-seismograph-roll.cpp","The Seismograph Roll","78","yes"
"cap18","repositorio_competitive/cap18/t13-s1-1-tithe-field.cpp","The Tithe Field","67","yes"
"cap18","repositorio_competitive/cap18/t13-s2-1-sheepfold-stakes.cpp","The Sheepfold Stakes","91","yes"
"cap18","repositorio_competitive/cap18/t13-s3-1-drainage-ditches.cpp","The Drainage Ditches","83","yes"
"cap18","repositorio_competitive/cap18/t13-s3-2-tiltyard-fence.cpp","The Tiltyard Fence","90","yes"
"cap18","repositorio_competitive/cap18/t13-s4-1-scouts-reckoning.cpp","The Scouts' Reckoning","94","yes"
"cap18","repositorio_competitive/cap18/t13-s4-2-well-diggers.cpp","The Well Diggers","114","yes"
"cap18","repositorio_competitive/cap18/t13-s4-3-canal-grid.cpp","The Canal Grid","130","yes"
"cap18","repositorio_competitive/cap18/t14-s1-1-ironmongers-bundles.cpp","The Ironmonger's Bundles","72","yes"
"cap18","repositorio_competitive/cap18/t14-s2-1-grinders-circuit.cpp","The Grinder's Circuit","73","yes"
"cap18","repositorio_competitive/cap18/t14-s3-1-atlas-inks.cpp","The Atlas Inks","107","yes"
"cap18","repositorio_competitive/cap18/t14-s3-2-anvil-roster.cpp","The Anvil Roster","96","yes"
"cap18","repositorio_competitive/cap18/t14-s4-1-quiet-council.cpp","The Quiet Council","127","yes"
"cap18","repositorio_competitive/cap18/t14-s4-2-pressroom-belts.cpp","The Pressroom Belts","106","yes"
"cap18","repositorio_competitive/cap18/t14-s4-3-studio-switchboard.cpp","The Studio Switchboard","133","yes"
"cap18","repositorio_competitive/cap18/a7-01-survey-ribbons.cpp","The Survey Ribbons","83","yes"
"cap18","repositorio_competitive/cap18/a7-02-patent-drawers.cpp","The Patent Drawers","63","yes"
"cap18","repositorio_competitive/cap18/a7-03-tram-repair-list.cpp","The Tram Repair List","120","yes"
"cap18","repositorio_competitive/cap18/a7-04-paper-guillotine.cpp","The Paper Guillotine","70","yes"
"cap18","repositorio_competitive/cap18/a7-05-glasshouse-aisle.cpp","The Glasshouse Aisle","52","yes"
"cap18","repositorio_competitive/cap18/a7-06-parcel-windows.cpp","The Parcel Windows","50","yes"
"cap18","repositorio_competitive/cap18/a7-07-token-counter.cpp","The Token Counter","49","yes"
"cap18","repositorio_competitive/cap18/a7-08-permit-numbers.cpp","The Permit Numbers","71","yes"
"cap18","repositorio_competitive/cap18/a7-09-proofreaders-needle.cpp","The Proofreader's Needle","69","yes"
"cap18","repositorio_competitive/cap18/t15-s1-1-marzipan-tower.cpp","The Marzipan Tower","46","yes"
"cap18","repositorio_competitive/cap18/t15-s2-1-billboard-plates.cpp","The Billboard Plates","64","yes"
"cap18","repositorio_competitive/cap18/t15-s3-1-assembly-ring.cpp","The Assembly Ring","40","yes"
"cap18","repositorio_competitive/cap18/t15-s3-2-carousel-accounts.cpp","The Carousel Accounts","62","yes"
"cap18","repositorio_competitive/cap18/t15-s4-1-awning-pins.cpp","The Awning Pins","55","yes"
"cap18","repositorio_competitive/cap18/t15-s4-2-candle-exponent.cpp","The Candle Exponent","53","yes"
"cap18","repositorio_competitive/cap18/t15-s4-3-counting-stamp.cpp","The Counting Stamp","61","yes"
"cap18","repositorio_competitive/cap18/t16-s1-1-turnstile-clicks.cpp","The Turnstile Clicks","57","yes"
"cap18","repositorio_competitive/cap18/t16-s2-1-vault-transfers.cpp","The Vault Transfers","86","yes"
"cap18","repositorio_competitive/cap18/t16-s3-1-archive-totals.cpp","The Archive Totals","54","yes"
"cap18","repositorio_competitive/cap18/t16-s3-2-workshop-queue.cpp","The Workshop Queue","82","yes"
"cap18","repositorio_competitive/cap18/t16-s4-1-registry-search.cpp","The Registry Search","70","yes"
"cap18","repositorio_competitive/cap18/t16-s4-2-ledger-prefix.cpp","The Ledger Prefix","74","yes"
"cap18","repositorio_competitive/cap18/t16-s4-3-sequence-metronome.cpp","The Sequence Metronome","84","yes"
"cap18","repositorio_competitive/cap18/a8-01-council-rotation.cpp","The Council Rotation","31","yes"
"cap18","repositorio_competitive/cap18/a8-02-counter-hall.cpp","The Counter Hall","51","yes"
"cap18","repositorio_competitive/cap18/a8-03-proofing-shards.cpp","The Proofing Shards","61","yes"
"cap18","repositorio_competitive/cap18/a8-04-packet-batches.cpp","The Packet Batches","58","yes"
"cap18","repositorio_competitive/cap18/a8-05-turntable-tickets.cpp","The Turntable Tickets","58","yes"
"cap18","repositorio_competitive/cap18/a8-06-editors-distance.cpp","The Editor's Distance","41","yes"
"cap18","repositorio_competitive/cap18/a8-07-switch-corridor.cpp","The Switch Corridor","55","yes"
"cap18","repositorio_competitive/cap18/a8-08-inverse-ledger.cpp","The Inverse Ledger","38","yes"
"cap18","repositorio_competitive/cap18/a8-09-stone-outline.cpp","The Stone Outline","42","yes"
"cap18","repositorio_competitive/cap18/a8-10-relic-tour.cpp","The Relic Tour","52","yes"
